mean_x,mean_y,mean_z,mean_mag,std_x,std_y,std_z,std_mag,var_x,var_y,var_z,var_mag,range_x,range_y,range_z,range_mag,max_x,max_y,max_z,max_mag,min_x,min_y,min_z,min_mag,q25_mag,q50_mag,q75_mag,cv_mag,rms_x,rms_y,rms_z,rms_mag,mean_jerk,std_jerk,max_jerk,min_jerk,sma,zcr_x,zcr_y,zcr_z,zcr_mag,energy_x,energy_y,energy_z,energy_mag,dominant_power,spectral_energy,power_tremor_band,power_low_freq,power_mid_freq,power_high_freq,spectral_entropy,spectral_centroid,spectral_spread,freeze_index,locomotor_power,freeze_power,cadence_spm,step_regularity,freeze_ratio,steps_10s,numSamples,label
-0.643953437,-1.866953437,-0.563955654,2.074138591,0.16913429,0.300142206,0.262370311,0.322049963,0.028606408,0.090085344,0.06883818,0.103716179,1.363,1.672,1.157,1.70380383,0.215,-1.344,-0.062,3.280053811,-1.148,-3.016,-1.219,1.57624998,1.830518209,1.986627544,2.255630286,0.155269259,0.665794591,1.890925826,0.622000128,2.098991919,322.6976634,217.993906,1756.276245,24.49489743,3.075815965,2,0,0,35,399.840758,3225.191632,348.969512,3974.001902,1870.87301,3542357.767,604.7923475,36313.54716,1742.118523,22.29075937,4.073621563,1.945451061,4.829456733,0.047974342,36313.54716,1742.118523,103.1042129,0.308219979,0.045778164,16,902,gait_slow
-0.646448276,-1.91771954,-0.616595402,2.145259643,0.204494631,0.400854747,0.335589736,0.434416407,0.041818054,0.160684528,0.112620471,0.188717615,1.57,1.864,1.508,2.053209384,-0.09,-1.363,0.035,3.524397679,-1.66,-3.227,-1.473,1.471188295,1.820149903,2.066705107,2.343449615,0.20250062,0.678021701,1.959166344,0.702004531,2.188802538,358.954134,267.7564557,2862.330781,41.23105626,3.181751724,0,0,6,36,399.950682,3339.349504,428.745014,4168.0452,1866.37589,3554779.143,660.2688787,57934.43128,1913.400597,17.79861621,4.038195749,1.954037933,4.843377069,0.033027002,57934.43128,1913.400597,89.65517241,0.320006,0.031971093,14,870,gait_normal
-0.708169492,-2.069254237,-0.670058111,2.36601087,0.383262944,0.568047044,0.586051677,0.668813921,0.146890485,0.322677444,0.343456568,0.447312061,2.395,2.774,2.453,3.087840548,0.848,-1.074,0.598,4.373215979,-1.547,-3.848,-1.855,1.285375432,1.869413009,2.19531319,2.896747314,0.28267576,0.805229479,2.145807667,0.890187868,2.458723143,616.4279829,381.2312672,3520.847732,52.02163012,3.518246973,8,0,15,38,535.573868,3803.309188,654.550848,4993.433904,1954.324978,3971981.263,1870.907921,84438.24527,4147.710447,225.350015,4.868113388,2.755183885,5.504857159,0.04912123,84438.24527,4147.710447,108.9588378,0.171048387,0.046821309,16,826,gait_fast
-0.593780769,-1.923746154,0.057734615,2.042140461,0.219557199,0.256739806,0.271430135,0.272333432,0.048205363,0.065915328,0.073674318,0.074165498,1.035,1.332,1.039,1.396905081,-0.199,-1.352,0.516,2.825553043,-1.234,-2.684,-0.523,1.428647962,1.862974885,1.997030544,2.175850562,0.133356856,0.633072638,1.940802564,0.277502439,2.060219202,369.6199686,288.4850051,2422.867619,28.39454173,2.761146154,0,0,23,31,208.406102,1958.691588,40.043954,2207.141644,1061.91304,1137686.48,169.7166869,8042.150256,561.3634919,90.10048949,3.759602338,2.210123293,5.022938673,0.069802661,8042.150256,561.3634919,126.9230769,0.143446404,0.065248166,14,520,gait_slow
-0.570420048,-2.082501193,0.198448687,2.211945852,0.351696265,0.24684216,0.315328687,0.304829747,0.123690263,0.060931052,0.099432181,0.092921175,1.77,1.262,1.453,1.495753801,0.055,-1.527,0.703,3.15571133,-1.715,-2.789,-0.75,1.65995753,1.973719992,2.141115831,2.441757695,0.137810673,0.670126327,2.097079463,0.372577592,2.232851457,418.9527454,274.1051823,1977.199724,36.05551275,2.984720764,4,0,26,38,376.320068,3685.308024,116.326184,4177.954276,1853.610624,3468499.015,933.7200601,24627.82851,2015.328512,164.9763402,4.290260825,2.416009751,5.202434444,0.081831352,24627.82851,2015.328512,93.07875895,0.275409223,0.075641506,14,838,gait_normal
-0.687004808,-1.808514423,0.299793269,2.38075084,0.753252253,1.187739626,0.422011273,0.56640035,0.567388957,1.410725418,0.178093515,0.320809356,5.64,5.996,2.453,4.503933906,1.105,2.465,1.363,4.88866628,-4.535,-3.531,-1.09,0.384732375,1.992480157,2.31884904,2.719084676,0.237908285,1.019492306,2.163665833,0.517657724,2.447199199,725.1968311,747.3423448,11235.57408,12.5,3.268134615,18,4,22,38,864.751316,3894.966264,222.95064,4982.66822,1980.784699,4034543.991,4133.180906,84308.14877,8011.292889,481.6131616,5.413541181,3.263426098,5.813288917,0.095023945,84308.14877,8011.292889,97.35576923,0.270551705,0.086777961,16,832,gait_fast
0.570310976,-1.942402439,0.029304878,2.037191152,0.221407542,0.372105196,0.156393164,0.401042678,0.0490213,0.138462277,0.024458822,0.16083523,1.242,1.914,0.8,1.996571274,1.34,-1.383,0.312,3.417141934,0.098,-3.297,-0.488,1.42057066,1.769233773,1.924161809,2.172449033,0.196860603,0.611780932,1.977723315,0.159115045,2.076290687,480.8874643,422.0207829,2736.810415,41.90763654,2.642067073,0,0,16,26,122.762498,1282.93576,8.304172,1414.00243,668.1986978,455141.1484,169.643684,7228.757975,490.7561822,163.6408919,3.939573716,2.697333118,5.407307828,0.067889419,7228.757975,490.7561822,118.902439,0.146846481,0.063573455,10,328,gait_slow
0.574755459,-1.943480349,-0.006840611,2.043948745,0.217571685,0.398883952,0.188429115,0.414404878,0.047337438,0.159108407,0.035505531,0.171731403,1.231,1.957,1.004,1.971431051,1.305,-1.242,0.309,3.307768583,0.074,-3.199,-0.695,1.336337532,1.731718511,1.990066743,2.241628203,0.202747196,0.614557788,1.983992005,0.188553243,2.085535393,460.3207297,373.0429762,2298.757817,7.5,2.66091048,0,0,69,59,345.956048,3605.581436,32.56593,3984.103414,1872.257051,3577392.595,1983.581498,63366.99426,4261.045993,275.8548412,4.982378646,2.860291642,5.56909334,0.067243934,63366.99426,4261.045993,108.0786026,0.225190891,0.06300709,14,916,gait_normal
0.548884783,-1.999969565,0.039226087,2.096264297,0.262232866,0.518398293,0.219922439,0.54243543,0.068766076,0.26873679,0.048365879,0.294236196,1.476,2.469,1.035,2.526753992,1.449,-1.121,0.41,3.718546759,-0.027,-3.59,-0.625,1.191792767,1.621106273,2.00231783,2.493618329,0.258762901,0.608309609,2.066062693,0.223393297,2.165308338,496.3098562,365.0228325,2856.179704,24.49489743,2.733884783,2,0,52,32,340.437334,3927.125848,45.9122,4313.475382,1928.563153,3843876.593,2171.312376,113271.2666,4999.369722,387.206619,5.0725518,2.966150757,5.632409531,0.044136257,113271.2666,4999.369722,88.04347826,0.275712096,0.042270591,16,920,gait_fast
-0.381613187,-1.915542857,-0.445538462,2.021705113,0.193547813,0.257688878,0.177568294,0.248074245,0.037460756,0.066403558,0.031530499,0.061540831,1.273,1.567,0.852,1.49335363,0.398,-1.398,-0.109,3.017628539,-0.875,-2.965,-0.961,1.52427491,1.847096148,1.983148507,2.150057018,0.122705455,0.427889449,1.932797971,0.479619662,2.036868281,299.1885217,202.7947167,1396.032324,26.57536453,2.755323077,12,0,0,43,166.611336,3399.494276,209.331868,3775.43748,1839.751653,3410167.126,576.5067846,22421.49928,1847.971717,21.76690345,3.733181993,1.951397491,4.820366746,0.082419632,22421.49928,1847.971717,115.3846154,0.205138994,0.076143881,8,910,gait_slow
-0.359438776,-1.931239796,-0.461530612,2.033996633,0.168017587,0.28558546,0.184205974,0.280129242,0.02822991,0.081559055,0.033931841,0.078472392,1.054,1.352,1.015,1.393909702,0.238,-1.402,-0.012,2.883053416,-0.816,-2.754,-1.027,1.489143714,1.818059701,1.990014339,2.200126845,0.137723553,0.396769634,1.952241328,0.49693294,2.053196214,337.1648797,243.7581868,1745.184446,37.41657387,2.757132653,5,0,0,50,123.422096,2988.017024,193.6028,3305.04192,1594.65336,2567036.102,871.204496,18644.16081,3347.362582,65.07367912,4.188111284,2.353370846,5.184258726,0.179539461,18644.16081,3347.362582,118.622449,0.175266147,0.152211492,14,784,gait_normal
-0.322087054,-2.126064732,-0.416774554,2.211383885,0.189810382,0.353378083,0.270360029,0.375995015,0.036027981,0.124876069,0.073094545,0.141372251,1.074,1.84,1.175,1.812509178,0.199,-1.414,0.105,3.277836787,-0.875,-3.254,-1.07,1.465327608,1.916494627,2.118697928,2.434102398,0.170027021,0.373855656,2.155232543,0.496785239,2.243120804,445.0985773,284.0752537,1870.705081,12.5,2.872113839,13,0,12,50,125.232174,4161.944474,221.128834,4508.305482,1981.399961,3982693.759,2144.10826,41412.52461,5916.436312,94.54737244,4.702428096,2.606662617,5.387800707,0.142865869,41412.52461,5916.436312,113.8392857,0.12269996,0.125006681,14,896,gait_fast
-0.196708046,1.8448,-0.821308046,2.042172999,0.143900092,0.367662106,0.198899979,0.376166595,0.020707237,0.135175424,0.039561202,0.141501307,0.828,2.105,0.863,1.962295804,0.203,3.113,-0.352,3.230015015,-0.625,1.008,-1.215,1.267719212,1.768614585,1.925345424,2.266771621,0.184199182,0.243723803,1.881080132,0.845049175,2.076528802,424.836821,346.5436985,2753.419465,22.36067977,2.876232184,36,0,0,50,51.679124,3078.462344,621.274054,3751.415522,1776.690509,3210180.334,1996.51607,45742.32159,5930.768521,77.57222875,4.780396032,2.878291075,5.593128064,0.129656045,45742.32159,5930.768521,117.2413793,0.193345682,0.114774799,12,870,gait_slow
-0.331377155,1.867262931,-0.788407328,2.06723616,0.14826067,0.495421559,0.230051971,0.514733041,0.021981226,0.245442521,0.05292391,0.264950104,0.922,2.355,1.039,2.30154574,0.152,3.363,-0.383,3.654489568,-0.77,1.008,-1.422,1.352943827,1.690679109,1.882281582,2.347726115,0.248995761,0.363031741,1.931867846,0.821285592,2.130355708,248.4637535,393.5404808,2598.924056,0,2.988926724,8,0,0,38,244.606036,6926.802424,1251.890604,8423.299064,3836.790313,15177301.48,391.6252391,141924.0348,3422.956415,5099.496201,5.496076271,2.76295838,5.456846573,0.024118229,141924.0348,3422.956415,88.90086207,0.32574511,0.023550239,12,1856,gait_normal
-0.222336384,1.928286041,-0.678505721,2.085128628,0.245906549,0.652628285,0.24463901,0.653124104,0.060470031,0.425923678,0.059848245,0.426571096,1.535,3.172,1.18,3.173271261,0.625,3.84,-0.164,4.029364714,-0.91,0.668,-1.344,0.856093453,1.578936984,2.031495262,2.502845181,0.313229647,0.331516966,2.035733464,0.721261574,2.185024598,335.391764,468.2448392,3439.448539,0,2.878569794,55,0,0,43,192.111316,7244.080364,909.341516,8345.533196,3644.804842,13936297.18,1218.3475,331788.4471,6192.194382,6370.487794,5.979077199,3.179311787,5.730749239,0.01866308,331788.4471,6192.194382,104.6910755,0.212263987,0.018321151,16,1748,gait_fast
-0.225067391,2.012745652,-0.173013043,2.043693125,0.151174467,0.355746665,0.141141926,0.35267941,0.022853719,0.12655569,0.019921043,0.124382766,1.207,1.684,0.711,1.68490234,0.348,3.18,0.16,3.219319493,-0.859,1.496,-0.551,1.534417153,1.792681665,1.944955559,2.153289248,0.172569651,0.271125524,2.043942453,0.223281339,2.073900759,203.0353465,331.4194558,2444.139675,0,2.440517391,24,0,28,48,135.256652,7686.96938,91.732384,7913.958416,3760.395351,14351128.34,897.3837854,95902.58378,2480.058174,2655.248512,5.345220715,2.690243287,5.394381097,0.025860181,95902.58378,2480.058174,86.41304348,0.266248038,0.02520829,12,1840,gait_slow
-0.146926437,2.023429885,-0.179183908,2.044832664,0.124342165,0.365389066,0.121761565,0.361134528,0.015460974,0.133509169,0.014825879,0.130418148,0.805,1.578,0.59,1.559560389,0.309,3.129,0.09,3.132470431,-0.496,1.551,-0.5,1.572910042,1.792056361,1.938580151,2.190167573,0.176608353,0.192479484,2.056156042,0.216639682,2.076477491,172.4042734,266.8773824,1648.351449,0,2.372068966,30,0,15,52,64.464132,7356.333144,81.662988,7502.460264,3558.008836,12856853.87,657.2632311,74980.19897,1459.900816,2090.050231,4.869837423,2.434026509,5.191865053,0.019470485,74980.19897,1459.900816,86.20689655,0.246201294,0.019098625,10,1740,gait_normal
-0.199833713,2.061109339,-0.207724374,2.09460421,0.166263129,0.51660627,0.150790232,0.511029352,0.027643428,0.266882038,0.022737694,0.261150999,0.898,2.297,0.906,2.29353397,0.32,3.613,0.211,3.668057524,-0.578,1.316,-0.695,1.374523554,1.656185376,2.016975458,2.363859556,0.243974184,0.259955652,2.124865583,0.256684844,2.15604216,238.1645509,380.1281008,2675.43104,0,2.507273349,33,0,17,44,118.665108,7928.43438,115.697764,8162.797252,3678.124993,13931237.72,2223.285645,76915.1837,5859.958008,4403.426201,5.766978172,3.093892823,5.667935056,0.076187272,76915.1837,5859.958008,90.54669704,0.293323135,0.070793693,14,1756,gait_fast
-0.677135714,1.934004762,0.032295238,2.063185252,0.139034625,0.178696164,0.185644087,0.170069008,0.019330627,0.031932319,0.034463727,0.028923467,0.89,0.949,0.95,0.904075429,-0.266,2.527,0.559,2.630990308,-1.156,1.578,-0.391,1.726914879,1.954121329,2.038823402,2.178589755,0.082430314,0.691262181,1.942242708,0.188432241,2.070182806,98.07310975,125.5995671,842.4703259,0,2.761588095,0,0,32,44,802.776916,6337.47532,59.651272,7199.903508,3466.151223,12055021.1,30.06275797,19362.28612,236.7816669,342.1924522,3.544820399,1.405968919,4.13425222,0.012229014,19362.28612,236.7816669,91.07142857,0.311261948,0.012081272,13,1680,gait_slow
-0.560398907,1.980871585,-0.000896175,2.07379877,0.170083937,0.381859045,0.2114052,0.395848038,0.028928546,0.145816331,0.044692159,0.156695669,1.168,1.789,1.235,1.856380063,-0.109,3.121,0.551,3.22873133,-1.277,1.332,-0.684,1.372351267,1.768523113,2.001529538,2.294272434,0.190880641,0.585641085,2.017341956,0.2114071,2.111240632,171.6528012,237.5029257,1274.313541,0,2.710871585,0,0,29,38,502.116104,5957.99478,65.430496,6525.54138,3036.0414,9385469.98,55.15434562,58956.55533,230.7704008,1164.6934,4.264878231,1.831764313,4.643800586,0.003914245,58956.55533,230.7704008,77.86885246,0.304176912,0.003898983,12,1464,gait_normal
-0.674922737,2.081103753,0.102203091,2.211679097,0.3227544,0.554073074,0.180009046,0.590766625,0.104170402,0.306996972,0.032403257,0.349005205,1.707,2.356,0.933,2.644463819,-0.023,3.465,0.453,3.831539638,-1.73,1.109,-0.48,1.187075819,1.718840889,2.051981725,2.68592256,0.26711227,0.748125059,2.153599267,0.206999344,2.289220311,229.8332784,321.4059021,2205.427963,0,2.932582781,0,0,45,33,1014.16028,8404.03752,77.641896,9495.839696,4007.562524,16633509.46,601.2123456,95563.57154,2029.881003,3577.896082,5.383804289,2.416559621,5.187459544,0.021241159,95563.57154,2029.881003,81.12582781,0.287546796,0.020799356,14,1812,gait_fast
-0.509406417,-1.920136364,-0.383024064,2.035544489,0.152187791,0.337408257,0.159381079,0.334802034,0.023161124,0.113844332,0.025402328,0.112092402,1.071,1.804,0.789,1.646855516,0.219,-1.145,-0.055,3.046502257,-0.852,-2.949,-0.844,1.399646741,1.81481156,1.962337971,2.180611153,0.164477876,0.531654043,1.949555843,0.414861136,2.062894513,154.5874969,225.4216152,1948.935607,0,2.815016043,2,0,0,40,422.853408,5685.948908,257.476204,6366.27852,3045.174556,9398520.371,202.7474264,72985.47812,595.373589,1070.281401,4.700765736,2.052982396,4.860762789,0.008157425,72985.47812,595.373589,68.18181818,0.330537031,0.00809142,16,1496,gait_slow
-0.447009029,-2.013564334,-0.412006772,2.140601353,0.220393451,0.615151516,0.332890098,0.616144712,0.048573273,0.378411388,0.110815817,0.379634306,1.25,3.34,1.844,3.347899753,0.18,-0.879,0.199,4.300438466,-1.07,-4.219,-1.645,0.952538713,1.731571829,2.004309607,2.513523821,0.287837206,0.498387746,2.105434092,0.529684243,2.227511719,260.9542621,382.0303774,2664.11688,0,2.88713544,6,0,17,35,440.147692,7855.015012,497.161884,8792.324588,3793.145597,14983976.35,615.570217,186641.1204,2227.143923,4327.700254,5.735869551,2.644261052,5.37144918,0.011932761,186641.1204,2227.143923,88.03611738,0.3084348,0.01179205,14,1772,gait_normal
-1.504082005,-1.412218679,-0.594027335,3.151288613,2.217590789,1.839831947,0.930104378,1.96128975,4.917708909,3.384981592,0.865094154,3.846657482,11.715,10.195,5.61,8.93233986,3.715,2.195,1.965,9.588538001,-8,-8,-3.645,0.656198141,1.728175049,2.456900079,4.101707571,0.622377062,2.679546899,2.319341111,1.103613442,3.711775505,1240.965671,2049.441565,14255.58509,0,4.646974943,24,17,40,46,12608.0301,9446.12664,2138.742376,24192.89912,5533.662804,36552077.44,20266.03886,5078215.678,69490.19811,92642.90492,7.299729553,4.102591655,6.212934035,0.013683979,5078215.678,69490.19811,85.4214123,0.180458946,0.013499256,22,1756,gait_fast
-1.186470862,1.687251748,-0.331585082,2.102820985,0.138621207,0.371230879,0.171872765,0.359433713,0.019215839,0.137812366,0.029540247,0.129192594,0.829,2.062,0.949,1.964034763,-0.816,3.16,0.062,3.472451152,-1.645,1.098,-0.887,1.508416388,1.809650242,2.077188484,2.299084383,0.170929297,1.194541312,1.727608413,0.373482146,2.133318703,175.9101792,259.5366305,1645.831857,0,3.206454545,0,0,9,47,2448.610072,5121.6265,239.362976,7809.599548,3608.44081,13211058.95,218.2424954,50099.75202,1144.708062,1922.450085,4.971208338,2.372313864,5.145843197,0.022848577,50099.75202,1144.708062,108.3916084,0.236496419,0.022338182,14,1716,gait_slow
-1.244502119,1.825154661,-0.280855932,2.256703087,0.322986514,0.664853635,0.224411916,0.68033642,0.104320288,0.442030355,0.050360708,0.462857644,1.406,2.84,1.008,3.046748891,-0.559,3.578,0.219,4.0909912,-1.965,0.738,-0.789,1.044242309,1.731086441,2.246511434,2.720522348,0.301473607,1.285731625,1.942477771,0.359500713,2.357024918,295.8412567,418.5950551,3014.852816,0,3.364627119,0,0,27,43,3121.063772,7123.839156,244.00656,10488.90949,4260.655428,18978122.89,1405.511816,117633.3915,7463.210606,6691.533839,5.899141422,3.023774664,5.627825096,0.063444661,117633.3915,7463.210606,108.0508475,0.220192508,0.059659579,16,1888,gait_normal
-1.069180556,2.154287037,-0.299587963,2.54556887,0.669499799,1.126543041,0.319764188,1.101594351,0.448229981,1.269099223,0.102249136,1.213510114,3.16,4.586,1.719,4.985288981,0.93,5.043,0.547,5.446707446,-2.23,0.457,-1.172,0.461418465,1.763417927,2.450811473,3.338480376,0.432749773,1.261497936,2.431059823,0.438180423,2.773703478,498.9684489,680.1742514,4098.014001,0,3.593222222,22,0,53,36,2749.899528,10212.56962,331.7796,13294.24874,4398.743007,21160700.94,556.7902491,1334866.019,6872.417846,13257.70664,6.052052017,2.88839187,5.552011934,0.005148395,1334866.019,6872.417846,86.80555556,0.274666888,0.005122025,22,1728,gait_fast
-0.746974684,-1.852263291,-0.462286076,2.070784731,0.206413225,0.376151581,0.23582357,0.39257952,0.04260642,0.141490012,0.055612756,0.15411868,1.164,2.008,1.442,2.052336748,-0.215,-1.301,-0.031,3.565893156,-1.379,-3.309,-1.473,1.513556408,1.793954849,1.981687412,2.214983521,0.189580073,0.774969417,1.890071245,0.518961629,2.107668874,204.8400024,315.3337549,1864.167039,0,3.061524051,0,0,0,47,948.912604,5644.343512,425.527452,7018.783568,3271.839875,10897307.1,399.6708834,93141.88756,1150.371133,2104.222015,5.166707416,2.448975326,5.211932919,0.012350739,93141.88756,1150.371133,79.74683544,0.34062196,0.012200059,12,1580,gait_slow
-0.672764286,-1.64462381,-0.643814286,2.06988173,0.525891926,0.801471775,0.486068826,0.665332958,0.276562318,0.642357006,0.236262904,0.442667945,4.105,6.094,3.004,5.421540279,1.078,0.676,0.02,5.923778271,-3.027,-5.418,-2.984,0.502237991,1.655967441,1.957698903,2.384064271,0.321435253,0.853916918,1.829520287,0.806696807,2.174184519,281.6829845,427.7101107,3726.855243,0,3.098630952,6,2,2,39,1225.012492,5623.202728,1093.27636,7941.49158,3477.401306,12717012.85,302.3279136,139109.578,1595.694199,4218.945091,5.705641158,2.497779643,5.262915175,0.011470772,139109.578,1595.694199,100,0.257254673,0.011340685,12,1680,gait_normal
-0.632241453,-1.766002137,-0.616401709,2.157955504,0.56826664,0.895700145,0.474341429,0.769335705,0.322926974,0.80227875,0.224999792,0.591877426,3.371,4.996,3.082,3.937471004,1.332,0.723,0.078,4.515403526,-2.039,-4.273,-3.004,0.577932522,1.461774723,2.095933653,2.763120083,0.356511385,0.850091894,1.98016219,0.77778587,2.2909931,407.1918132,536.8936336,2843.033151,0,3.104897436,15,2,12,38,1352.81246,7340.19118,1132.468008,9825.471648,4039.692704,17356200.03,1265.706473,216667.0056,8239.089026,8274.024158,6.130322365,2.983326199,5.606635486,0.038026505,216667.0056,8239.089026,88.14102564,0.305008039,0.036633463,16,1872,gait_fast
-0.391135632,2.165512644,-0.171485057,2.241288873,0.232009101,0.593680356,0.282379823,0.578347957,0.053828223,0.352456365,0.079738365,0.33448636,1.59,2.825,1.367,2.805313759,0.559,3.723,0.387,3.777959635,-1.031,0.898,-0.98,0.972645876,1.953921631,2.181961274,2.576717905,0.258042577,0.454769508,2.245417862,0.330371745,2.314705634,381.3079781,413.6927044,3241.838791,12.74754878,2.846666667,18,0,38,31,89.964658,2193.227098,47.478288,2330.670044,974.9606596,982194.7638,818.8537678,29013.17126,1946.844262,436.4616051,4.114084593,2.268601166,3.985444029,0.067102084,29013.17126,1946.844262,96.55172414,0.138016378,0.062882535,14,435,gait_slow
-0.432168919,2.231578829,-0.135608108,2.308794676,0.250411941,0.621045486,0.289925689,0.622118386,0.06270614,0.385697496,0.084056905,0.387031286,1.39,3.172,1.25,3.211702067,0.16,3.953,0.355,4.004107266,-1.23,0.781,-0.895,0.792405199,1.932201041,2.235390634,2.759300476,0.269455917,0.49947584,2.316385453,0.320072592,2.391142853,290.5428954,251.4315318,1787.520979,17.5,2.941558559,11,0,24,28,110.767395,2382.344855,45.48623,2538.59848,1025.104836,1088988.612,916.6394012,34755.4543,2273.91593,400.2474288,4.122101388,2.175839587,4.060923036,0.06542616,34755.4543,2273.91593,101.3513514,0.09663734,0.061408442,12,444,gait_normal
-0.403165563,2.866286976,-0.019280353,3.021394157,0.693149262,1.186318403,0.560274269,1.204743576,0.4804559,1.407351353,0.313907257,1.451407085,3.422,5.136,2.82,5.527547454,0.684,6.238,1.152,6.656213037,-2.738,1.102,-1.668,1.128665584,2.03962374,2.778715711,3.76003883,0.39873764,0.801871792,3.10208839,0.560605912,3.252726509,694.8584343,682.5684945,5697.078747,21.50581317,3.902437086,39,0,26,43,291.278262,4359.197428,142.368382,4792.844072,1368.691553,2022235.306,7877.263716,101053.1771,39223.49638,1614.0001,4.971109803,3.007378703,4.512263193,0.388147087,101053.1771,39223.49638,112.5827815,0.093273791,0.279615245,24,453,gait_fast
0.424967391,-2.022082609,-0.15628913,2.096342591,0.239251035,0.335094123,0.232988722,0.350716789,0.057241058,0.112288071,0.054283745,0.123002266,1.476,1.778,0.937,1.876021985,1.023,-1.281,0.32,3.210469436,-0.453,-3.059,-0.617,1.334447451,1.874938895,2.06448655,2.322126511,0.167299367,0.487686725,2.049660008,0.280553091,2.125477482,287.99648,331.2894381,3018.866716,14.14213562,2.706921739,10,0,19,46,109.405637,1932.508828,36.206617,2078.121082,964.317592,942922.0405,545.6628159,10307.96169,1875.972045,525.282719,4.036706002,2.402412895,4.301695477,0.181992532,10307.96169,1875.972045,104.3478261,0.150814087,0.153970966,14,460,gait_slow
0.381172093,-2.176076744,0.023876744,2.253210062,0.391190601,0.414011696,0.256903115,0.441193449,0.153030087,0.171405685,0.06599921,0.194651659,1.813,2.012,1.172,2.089752377,1.395,-1.238,0.633,3.402963708,-0.418,-3.25,-0.539,1.313211331,1.928947339,2.265902798,2.518212235,0.195806621,0.546188842,2.215110761,0.258010289,2.295998093,351.5718339,290.9173018,1960.906997,12.74754878,2.802544186,31,0,26,42,128.278568,2109.887743,28.624803,2266.791114,968.8803266,956724.5734,1316.518106,13980.9207,2614.690366,479.8036311,3.928148944,2.183298449,3.908361187,0.187018468,13980.9207,2614.690366,111.627907,0.144443761,0.157553124,16,430,gait_normal
0.442698851,-2.501956322,0.178429885,2.662364449,0.723639746,0.628803557,0.393998695,0.688261463,0.523654482,0.395393913,0.155234972,0.473703841,3.852,3.238,2.136,3.151057652,3.129,-0.914,1.195,4.218824481,-0.723,-4.152,-0.941,1.067766828,2.08931484,2.617061138,3.257619997,0.258515119,0.848314066,2.579763429,0.432518434,2.749888779,590.6893382,480.2691882,3544.083097,23.71708245,3.464473563,39,0,28,36,313.041988,2895.003017,81.376405,3289.42141,1158.128535,1386079.543,3654.471136,32917.03093,7817.316137,1028.620099,4.443478039,2.651883526,4.458001302,0.237485457,32917.03093,7817.316137,124.137931,0.146686588,0.191909695,16,435,gait_fast
-0.334817768,2.169879271,-0.208927107,2.237017866,0.283010481,0.426898836,0.229158298,0.418009171,0.080094933,0.182242616,0.052513525,0.174731667,2.191,2.312,1.898,2.26824524,0.996,3.367,1.164,3.408837192,-1.195,1.055,-0.734,1.140591952,1.990293947,2.216995715,2.545425539,0.186860006,0.438403775,2.21147432,0.310103308,2.275737375,419.9765678,432.6469671,3383.568752,26.69269563,2.814079727,18,0,36,43,84.374865,2146.981595,42.216023,2273.572483,982.0508431,981261.003,1265.02623,14051.01093,2008.094495,328.4212713,4.092849525,2.516570855,4.56396834,0.142914592,14051.01093,2008.094495,95.67198178,0.144942347,0.125043982,12,439,gait_slow
-0.272547619,2.209891775,-0.243645022,2.265536763,0.232611759,0.457192422,0.2399793,0.453136999,0.05410823,0.20902491,0.057590064,0.20533314,1.488,2.297,1.352,2.324452173,0.527,3.488,0.473,3.545609821,-0.961,1.191,-0.879,1.221157647,1.999509751,2.258275738,2.599938598,0.200013086,0.358316111,2.256689293,0.341983861,2.310409047,485.7422578,437.9632203,3198.257338,30.31088913,2.789664502,43,0,52,50,59.316381,2352.802714,54.032268,2466.151363,1046.677984,1117447.692,1820.981874,17362.93065,3728.424164,414.9064428,4.145089118,2.531400599,4.597267479,0.214734726,17362.93065,3728.424164,97.4025974,0.161529678,0.176774996,16,462,gait_normal
-0.23797907,2.484665116,-0.174737209,2.577814918,0.461973599,0.543091482,0.431136598,0.556637088,0.213419607,0.294948358,0.185878766,0.309844847,2.73,3.008,2.172,2.982308715,0.902,4.555,0.742,4.586321184,-1.828,1.547,-1.43,1.604012469,2.138778286,2.457351006,2.990072232,0.21593369,0.519666859,2.543326384,0.465200879,2.637228583,738.1779963,478.5301902,3908.392412,89.79142498,3.239432558,63,0,42,46,116.123067,2781.458912,93.057099,2990.639078,1108.460415,1257329.504,2177.435689,18512.02252,7533.965205,1138.579178,4.531261356,2.87334689,4.526488446,0.406976882,18512.02252,7533.965205,125.5813953,0.116998211,0.289256268,16,430,gait_fast
-0.454166287,1.930271071,-0.507341686,2.055639954,0.095183923,0.213952056,0.1566671,0.208166829,0.009059979,0.045775482,0.02454458,0.043333429,0.547,1.305,0.656,1.225971853,-0.195,2.664,-0.18,2.749222981,-0.742,1.359,-0.836,1.523251128,1.911079523,2.008297538,2.168514917,0.101266191,0.464033399,1.942092142,0.530980382,2.066153201,189.2320591,164.8302663,1157.332601,12.74754878,2.891779043,0,0,0,49,94.528551,1655.785909,123.771733,1874.086193,902.4259399,818548.037,776.9113979,2460.54091,1571.051559,98.93941173,3.341561221,1.980034929,3.882197417,0.638498451,2460.54091,1571.051559,102.5056948,0.197556502,0.389685111,11,439,gait_slow
